Year,Region,Sex,Age Group,Ethnic Group,Measure,Value,Flags
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","Other Ethnicity","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","40 to 44","Other Ethnicity","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1110,
"2018","Northland Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",997,
"2018","Auckland Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1813,
"2018","Auckland Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",1436,
"2018","Waikato Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1456,
"2018","Waikato Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",1266,
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1157,
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",1007,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1321,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","European","Median Weekly Earnings",1170,
"2018","Taranaki Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1031,
"2018","Taranaki Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",880,
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1177,
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",1080,
"2018","Wellington Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1656,
"2018","Wellington Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",1360,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1224,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","European","Median Weekly Earnings",1084,
"2018","Canterbury Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1754,
"2018","Canterbury Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",1247,
"2018","Otago Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",1159,
"2018","Otago Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",997,
"2018","Southland Region","Total Both Sexes","45 to 49","European","Average Weekly Earnings",997,
"2018","Southland Region","Total Both Sexes","45 to 49","European","Median Weekly Earnings",959,
"2018","Northland Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1210,
"2018","Northland Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",1055,
"2018","Auckland Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1296,
"2018","Auckland Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",1080,
"2018","Waikato Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1098,
"2018","Waikato Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",1058,
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1086,
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",1041,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",994,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",826,
"2018","Taranaki Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1352,
"2018","Taranaki Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",1151,
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1034,
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",997,
"2018","Wellington Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1013,
"2018","Wellington Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",921,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1272,
"2018","Canterbury Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",930,
"2018","Otago Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",1254,
"2018","Otago Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",1362,
"2018","Southland Region","Total Both Sexes","45 to 49","Maori","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","Maori","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",1120,
"2018","Auckland Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",978,
"2018","Waikato Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",1013,
"2018","Waikato Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",974,
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",1195,
"2018","Wellington Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",1112,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","Pacific Peoples","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","Pacific Peoples","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",1174,
"2018","Auckland Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",978,
"2018","Waikato Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",1323,
"2018","Waikato Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",840,
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",672,
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",780,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",1557,
"2018","Wellington Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",1343,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",727,
"2018","Canterbury Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",800,
"2018","Otago Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","Asian","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","Asian","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","MELAA","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","MELAA","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",2271,
"2018","Taranaki Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",1726,
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","Other Ethnicity","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","45 to 49","Other Ethnicity","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1722,
"2018","Northland Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1374,
"2018","Auckland Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1600,
"2018","Auckland Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1343,
"2018","Waikato Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1471,
"2018","Waikato Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1175,
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1284,
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1151,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1305,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1037,
"2018","Taranaki Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1198,
"2018","Taranaki Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1074,
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1069,
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",920,
"2018","Wellington Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1655,
"2018","Wellington Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1362,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1373,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1124,
"2018","Canterbury Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1430,
"2018","Canterbury Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1151,
"2018","Otago Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",1256,
"2018","Otago Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",902,
"2018","Southland Region","Total Both Sexes","50 to 54","European","Average Weekly Earnings",925,
"2018","Southland Region","Total Both Sexes","50 to 54","European","Median Weekly Earnings",1012,
"2018","Northland Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",2370,
"2018","Northland Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",2225,
"2018","Auckland Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",1123,
"2018","Auckland Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",1040,
"2018","Waikato Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",1558,
"2018","Waikato Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",1151,
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",1032,
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",1000,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",1059,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",999,
"2018","Taranaki Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",946,
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",897,
"2018","Wellington Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",1011,
"2018","Wellington Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",875,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",1813,
"2018","Canterbury Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",1343,
"2018","Otago Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",1294,
"2018","Otago Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",1247,
"2018","Southland Region","Total Both Sexes","50 to 54","Maori","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","50 to 54","Maori","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",969,
"2018","Auckland Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",880,
"2018","Waikato Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",1229,
"2018","Wellington Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",1000,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","50 to 54","Pacific Peoples","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","50 to 54","Pacific Peoples","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",1200,
"2018","Auckland Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",971,
"2018","Waikato Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",678,
"2018","Waikato Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",624,
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",1079,
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",1093,
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",1467,
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",1247,
"2018","Wellington Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",1265,
"2018","Wellington Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",1343,
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",1555,
"2018","Canterbury Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",1107,
"2018","Otago Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","50 to 54","Asian","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","50 to 54","Asian","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",886,
"2018","Auckland Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",863,
"2018","Waikato Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Wellington Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Nelson/Tasman/Marlborough/West Coast Regions","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Canterbury Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Otago Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","50 to 54","MELAA","Average Weekly Earnings",,s
"2018","Southland Region","Total Both Sexes","50 to 54","MELAA","Median Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","Other Ethnicity","Average Weekly Earnings",,s
"2018","Northland Region","Total Both Sexes","50 to 54","Other Ethnicity","Median Weekly Earnings",,s
"2018","Auckland Region","Total Both Sexes","50 to 54","Other Ethnicity","Average Weekly Earnings",1110,
"2018","Auckland Region","Total Both Sexes","50 to 54","Other Ethnicity","Median Weekly Earnings",880,
"2018","Waikato Region","Total Both Sexes","50 to 54","Other Ethnicity","Average Weekly Earnings",,s
"2018","Waikato Region","Total Both Sexes","50 to 54","Other Ethnicity","Median Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","Other Ethnicity","Average Weekly Earnings",,s
"2018","Bay of Plenty Region","Total Both Sexes","50 to 54","Other Ethnicity","Median Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","Other Ethnicity","Average Weekly Earnings",,s
"2018","Gisborne/Hawkes Bay Regions","Total Both Sexes","50 to 54","Other Ethnicity","Median Weekly Earnings",,s
"2018","Taranaki Region","Total Both Sexes","50 to 54","Other Ethnicity","Average Weekly Earnings",1321,
"2018","Taranaki Region","Total Both Sexes","50 to 54","Other Ethnicity","Median Weekly Earnings",1247,
"2018","Manawatu-Wanganui Region","Total Both Sexes","50 to 54","Other Ethnicity","Average Weekly Earnings",,s
